county,phase,month,flood_type,detected_pixels,crop_exposed_hectares,rangeland_exposed_hectares,crop_hectares,rangeland_hectares,crop_exposed_percent,rangeland_exposed_percent
Guit,maturation and harvest,10,recurring,95,9941.777013747378,36249.329227204624,47038.505177034436,106606.03572068749,21.13540168066659,34.00307401185001
Guit,maturation and harvest,10,unusual,62,6429.196251066414,20605.418440457895,47038.505177034436,106606.03572068749,13.667943372922775,19.328566437312233
Guit,maturation and harvest,11,recurring,97,10108.660179366483,34222.97340326756,47038.505177034436,106606.03572068749,21.490181589150126,32.10228498969163
Guit,maturation and harvest,11,unusual,57,5957.692530788334,22463.430430219345,47038.505177034436,106606.03572068749,12.665565175521461,21.07144335530356
Rubkona,vegetative growth and flowering,8,recurring,111,4609.015871975345,42282.61512964057,18761.742483903232,104601.2983670237,24.56603311728472,40.42264846587265
Rubkona,vegetative growth and flowering,8,unusual,71,2941.214620023924,27881.107434108053,18761.742483903232,104601.2983670237,15.676660217180572,26.654647570701446
Rubkona,maturation and harvest,10,recurring,86,3567.2820795467496,31366.526336615534,18761.742483903232,104601.2983670237,19.013596858646387,29.986746652567415
Rubkona,maturation and harvest,10,unusual,53,2205.0929205544267,18657.72555352521,18761.742483903232,104601.2983670237,11.753134989707387,17.836992317303004
Rubkona,maturation and harvest,11,recurring,83,3459.6204738027104,33157.29858768074,18761.742483903232,104601.2983670237,18.439761001788163,31.69874476255432
Rubkona,maturation and harvest,11,unusual,58,2423.108995256273,21648.79830985339,18761.742483903232,104601.2983670237,12.91515965180311,20.696491007111945
Abiemnhom,vegetative growth and flowering,8,recurring,100,3440.7380745812675,25958.108105108335,15508.257618212267,74126.25221702112,22.18649031558906,35.01877854165645
Abiemnhom,vegetative growth and flowering,8,unusual,63,2163.148396099543,15995.38605433591,15508.257618212267,74126.25221702112,13.948365118459403,21.57857112147779
Abiemnhom,maturation and harvest,10,recurring,72,2464.930746338289,19679.92032593221,15508.257618212267,74126.25221702112,15.894311321238142,26.549191058944757
Abiemnhom,maturation and harvest,10,unusual,52,1786.8209271191863,12597.860821351622,15508.257618212267,74126.25221702112,11.521738747883687,16.99514064796987
Abiemnhom,maturation and harvest,11,recurring,80,2766.500669079572,20029.001368726396,15508.257618212267,74126.25221702112,17.838887753777744,27.020118742934734
Abiemnhom,maturation and harvest,11,unusual,49,1699.7698890579798,11582.314533122677,15508.257618212267,74126.25221702112,10.960418190769795,15.625118209420425
Pariang,vegetative growth and flowering,8,recurring,101,30015.024541781102,174890.04796721088,133506.0856845012,481176.8174573324,22.48213958778777,36.3463162858462
Pariang,vegetative growth and flowering,8,unusual,63,18810.572252224963,112252.03629203822,133506.0856845012,481176.8174573324,14.089674006829709,23.328645981992263
Pariang,maturation and harvest,10,recurring,83,24580.23271016667,142585.28296496478,133506.0856845012,481176.8174573324,18.41132004143554,29.632616907527616
Pariang,maturation and harvest,10,unusual,52,15500.558844113059,85924.90310260665,133506.0856845012,481176.8174573324,11.610376234641212,17.857240828154797
Pariang,maturation and harvest,11,recurring,82,24371.176046849738,129886.12508912772,133506.0856845012,481176.8174573324,18.254730428126845,26.99342952045797
Pariang,maturation and harvest,11,unusual,46,13672.144465669631,85786.27422097744,133506.0856845012,481176.8174573324,10.240839880497552,17.82843044565097
Tonj South,vegetative growth and flowering,8,recurring,105,25722.952667068013,145481.52825008557,110628.00996654967,401412.7866209433,23.25175394083813,36.24237520551748
Tonj South,vegetative growth and flowering,8,unusual,59,14561.796786237994,87530.41483796522,110628.00996654967,401412.7866209433,13.162847989981028,21.80558710518127
Tonj South,maturation and harvest,10,recurring,73,17944.17660161268,113858.37283946625,110628.00996654967,401412.7866209433,16.220283278202707,28.364411058729786
Tonj South,maturation and harvest,10,unusual,43,10682.415269289788,63630.358226102566,110628.00996654967,401412.7866209433,9.6561578505478,15.851602227656272
Tonj South,maturation and harvest,11,recurring,80,19649.733394804556,104471.56308745849,110628.00996654967,401412.7866209433,17.76198758410822,26.02596792366549
Tonj South,maturation and harvest,11,unusual,49,12062.467692215097,71546.05769187114,110628.00996654967,401412.7866209433,10.903628923508972,17.82356219744254
Tonj East,vegetative growth and flowering,8,recurring,119,18189.264262463912,55975.149149819954,68495.46348141255,123001.78582185322,26.555429130572843,45.50759062221281
Tonj East,vegetative growth and flowering,8,unusual,72,11034.457006224664,34722.065594935244,68495.46348141255,123001.78582185322,16.10976325347307,28.228911769804824
Tonj East,maturation and harvest,10,recurring,92,14040.5401599933,42339.849754845614,68495.46348141255,123001.78582185322,20.498496464373073,34.42214230626501
Tonj East,maturation and harvest,10,unusual,54,8176.300446558693,25056.483157084243,68495.46348141255,123001.78582185322,11.93699557749175,20.370828756400513
Tonj East,maturation and harvest,11,recurring,100,15234.23765923749,42452.23281156122,68495.46348141255,123001.78582185322,22.241235966483487,34.51350931851179
Tonj East,maturation and harvest,11,unusual,60,9169.839767064195,24187.00902891845,68495.46348141255,123001.78582185322,13.387514006022593,19.663949484399474
Tonj North,vegetative growth and flowering,8,recurring,109,46860.9533895585,204557.725984998,194069.7428617275,534645.7123293271,24.146449981616346,38.260425786225326
Tonj North,vegetative growth and flowering,8,unusual,63,26977.24380022848,120086.61867518561,194069.7428617275,534645.7123293271,13.90079844617997,22.460971051651406
Tonj North,maturation and harvest,10,recurring,91,39425.93170720169,162169.6865392039,194069.7428617275,534645.7123293271,20.31534185897913,30.332177514838428
Tonj North,maturation and harvest,10,unusual,51,21864.528801737444,99488.34873236982,194069.7428617275,534645.7123293271,11.266325435034803,18.608275805471667
Tonj North,maturation and harvest,11,recurring,86,36990.14158901788,159605.83678155675,194069.7428617275,534645.7123293271,19.060231153793477,29.852635698917553
Tonj North,maturation and harvest,11,unusual,48,20863.107008585717,92903.24301302996,194069.7428617275,534645.7123293271,10.750314140133861,17.3765992825926
Gogrial East,vegetative growth and flowering,8,recurring,106,13603.194675003288,63126.14182157525,57603.420212083234,175156.23694229795,23.615255179153063,36.03990524320925
Gogrial East,vegetative growth and flowering,8,unusual,62,7879.1249644942745,41469.66363709226,57603.420212083234,175156.23694229795,13.67822420176624,23.675813297332763
Gogrial East,maturation and harvest,10,recurring,78,10022.096146836484,48862.7166123572,57603.420212083234,175156.23694229795,17.398439380747377,27.896646711161154
Gogrial East,maturation and harvest,10,unusual,47,5960.530552452944,31639.8241093996,57603.420212083234,175156.23694229795,10.347528897602903,18.06377247064446
Gogrial East,maturation and harvest,11,recurring,77,9864.531968711277,49467.63754338537,57603.420212083234,175156.23694229795,17.12490670240104,28.242007482543475
Gogrial East,maturation and harvest,11,unusual,48,6081.832358112704,30367.019789616686,57603.420212083234,175156.23694229795,10.558109806189847,17.337104472974346
Gogrial West,vegetative growth and flowering,8,recurring,87,13684.792910307664,57347.416949188206,70557.95240283373,176852.991291334,19.395110606636678,32.42660275659035
Gogrial West,vegetative growth and flowering,8,unusual,60,9392.883141849548,36126.32161043587,70557.95240283373,176852.991291334,13.312295527261238,20.427317257486557
Gogrial West,maturation and harvest,10,recurring,68,10591.344996238015,47239.14258321493,70557.95240283373,176852.991291334,15.010845178399265,26.71096611840554
Gogrial West,maturation and harvest,10,unusual,41,6497.106693221294,30814.63171403842,70557.95240283373,176852.991291334,9.20818486359641,17.42386797590365
Gogrial West,maturation and harvest,11,recurring,66,10386.068072529619,47498.449408713226,70557.95240283373,176852.991291334,14.71991139033181,26.857588928460892
Gogrial West,maturation and harvest,11,unusual,38,6026.465304051559,28904.519365231918,70557.95240283373,176852.991291334,8.541156735451871,16.34381140753047
Twic,vegetative growth and flowering,8,recurring,95,12442.362622169947,64056.884590577654,58994.44653063657,196779.8333772468,21.09073540626993,32.55256572342662
Twic,vegetative growth and flowering,8,unusual,51,6660.799000919059,38140.99963928374,58994.44653063657,196779.8333772468,11.290552573385057,19.382575431987277
Twic,maturation and harvest,10,recurring,72,9492.69321489326,50835.9322487334,58994.44653063657,196779.8333772468,16.09082510836606,25.83391365683077
Twic,maturation and harvest,10,unusual,40,5297.368192793656,28977.193206521664,58994.44653063657,196779.8333772468,8.979435360992268,14.725692521026511
Twic,maturation and harvest,11,recurring,71,9263.18069016675,51484.23108744595,58994.44653063657,196779.8333772468,15.70178421007181,26.163367558476118
Twic,maturation and harvest,11,unusual,48,6267.243192430868,27666.479272358276,58994.44653063657,196779.8333772468,10.623446037715107,14.059611087950687
Wau,vegetative growth and flowering,8,recurring,67,49798.06785527674,291941.9682530577,332077.63626657636,1120450.7557977622,14.995911322164794,26.05576075007372
Wau,vegetative growth and flowering,8,unusual,46,34004.4332884497,183472.95620580993,332077.63626657636,1120450.7557977622,10.239904641200388,16.374923686420917
Wau,maturation and harvest,10,recurring,58,42826.34875603908,227294.60629283334,332077.63626657636,1120450.7557977622,12.896486869010381,20.285996962981148
Wau,maturation and harvest,10,unusual,33,24701.761909912326,126082.8672114273,332077.63626657636,1120450.7557977622,7.43855027023949,11.252870022088224
Wau,maturation and harvest,11,recurring,53,39444.20239611379,237912.16939410512,332077.63626657636,1120450.7557977622,11.878006251661533,21.233612290681297
Wau,maturation and harvest,11,unusual,33,24263.889360287194,158979.56804504214,332077.63626657636,1120450.7557977622,7.30669178240274,14.188893819956283
Jur River,vegetative growth and flowering,8,recurring,93,21658.829886747637,123224.55872602608,104538.01941896262,403104.6235362412,20.718615109728052,30.56887753979025
Jur River,vegetative growth and flowering,8,unusual,51,11799.028487804519,86056.08124209574,104538.01941896262,403104.6235362412,11.28682995276285,21.348324037359706
Jur River,maturation and harvest,10,recurring,69,16085.304033594666,93906.74714724967,104538.01941896262,403104.6235362412,15.387037293225092,23.295874486244134
Jur River,maturation and harvest,10,unusual,39,9041.59623904542,67526.81146947856,104538.01941896262,403104.6235362412,8.649098470872048,16.751683688740314
Jur River,maturation and harvest,11,recurring,70,16240.128830777865,92689.65416722953,104538.01941896262,403104.6235362412,15.535141110423597,22.993944687140573
Jur River,maturation and harvest,11,unusual,47,10926.16390007903,60790.772554527095,104538.01941896262,403104.6235362412,10.451856617150606,15.080643834158774
Raga,vegetative growth and flowering,8,recurring,49,121898.17479779167,351950.1470729586,1127763.120358301,2201120.9353110553,10.808845634095878,15.989587006641328
Raga,vegetative growth and flowering,8,unusual,30,75950.11736316407,217382.05866522598,1127763.120358301,2201120.9353110553,6.734580692710894,9.875970701014948
Raga,maturation and harvest,10,recurring,36,90313.2965119344,281795.25809768005,1127763.120358301,2201120.9353110553,8.00817963290385,12.80235236406298
Raga,maturation and harvest,10,unusual,23,57056.035834599825,242270.13139216695,1127763.120358301,2201120.9353110553,5.059221640132423,11.006670624298529
Raga,maturation and harvest,11,recurring,33,82735.16251132518,301781.065306132,1127763.120358301,2201120.9353110553,7.336218131076979,13.710335514276743
Raga,maturation and harvest,11,unusual,27,66815.4687169157,215058.5592687529,1127763.120358301,2201120.9353110553,5.924601320150262,9.770410876509224
Maridi,vegetative growth and flowering,8,recurring,83,21272.536860821703,115699.66378695723,114964.38515514116,400837.94865980104,18.503588595820368,28.8644486316224
Maridi,vegetative growth and flowering,8,unusual,52,13200.192049630674,69443.42172945333,114964.38515514116,400837.94865980104,11.481983774207455,17.324562697129085
Maridi,maturation and harvest,10,recurring,62,15928.668175518551,86355.84574258371,114964.38515514116,400837.94865980104,13.85530671435616,21.543829877214442
Maridi,maturation and harvest,10,unusual,35,9062.77251278449,51708.12783806658,114964.38515514116,400837.94865980104,7.8831131054669985,12.900008098273219
Maridi,maturation and harvest,11,recurring,59,15074.653514553589,84151.5421597704,114964.38515514116,400837.94865980104,13.112455213160818,20.993906001447844
Maridi,maturation and harvest,11,unusual,38,9800.682960701843,50653.90230784341,114964.38515514116,400837.94865980104,8.524973144923186,12.63700267831536
Mundri West,vegetative growth and flowering,8,recurring,82,12600.476414967492,95881.87095131895,69554.65638978384,338789.5547466603,18.115935106277437,28.301306698495292
Mundri West,vegetative growth and flowering,8,unusual,49,7549.072929286983,66400.68805422193,69554.65638978384,338789.5547466603,10.853440044304191,19.599390572674228
Mundri West,maturation and harvest,10,recurring,69,10645.349869690375,82511.48257845413,69554.65638978384,338789.5547466603,15.305013959143015,24.35478940316046
Mundri West,maturation and harvest,10,unusual,37,5796.055077299135,46991.00260097551,69554.65638978384,338789.5547466603,8.333094257296134,13.870263100677468
Mundri West,maturation and harvest,11,recurring,69,10703.142661733835,74884.18347439652,69554.65638978384,338789.5547466603,15.388103711926192,22.103451073157593
Mundri West,maturation and harvest,11,unusual,36,5536.1158905672955,45557.905040495156,69554.65638978384,338789.5547466603,7.959374940396425,13.44725786323678
Mundri East,vegetative growth and flowering,8,recurring,90,17945.254589874326,58129.88269946753,90034.48048254864,203138.88418591174,19.931535666885587,28.615832430322566
Mundri East,vegetative growth and flowering,8,unusual,55,10970.482249107454,34362.866105497145,90034.48048254864,203138.88418591174,12.18475654028332,16.915947059179675
Mundri East,maturation and harvest,10,recurring,62,12439.49013051718,48477.137762020175,90034.48048254864,203138.88418591174,13.816362424536146,23.864036644827745
Mundri East,maturation and harvest,10,unusual,40,8025.14113715499,31128.245136020083,90034.48048254864,203138.88418591174,8.913408612060023,15.323627113916634
Mundri East,maturation and harvest,11,recurring,71,14185.957751324966,43899.29319308438,90034.48048254864,203138.88418591174,15.756138842912108,21.61048258634125
Mundri East,maturation and harvest,11,unusual,37,7478.515943865038,30913.32151264096,90034.48048254864,203138.88418591174,8.30627988719788,15.217825792697196
Ibba,vegetative growth and flowering,8,recurring,73,26404.350186461885,140327.61748197168,161726.6450608377,513856.4142311293,16.326530595208474,27.308721579731653
Ibba,vegetative growth and flowering,8,unusual,42,15200.457450216585,73915.85801700548,161726.6450608377,513856.4142311293,9.39885783477332,14.38453544023654
Ibba,maturation and harvest,10,recurring,58,20898.272457313018,111753.98546504222,161726.6450608377,513856.4142311293,12.921972411813519,21.748095843516317
Ibba,maturation and harvest,10,unusual,35,12723.955872834746,68210.35325131383,161726.6450608377,513856.4142311293,7.867569297593663,13.274204887249546
Ibba,maturation and harvest,11,recurring,56,20300.549150588817,105604.01272417216,161726.6450608377,513856.4142311293,12.552383772601129,20.55126875903356
Ibba,maturation and harvest,11,unusual,40,14547.030494503393,66337.6824544379,161726.6450608377,513856.4142311293,8.994826108605139,12.909770242665424
Yambio,vegetative growth and flowering,8,recurring,71,7134.0501432148185,121152.36202161755,45295.38091582351,470929.8081823711,15.750061041483825,25.726203760433954
Yambio,vegetative growth and flowering,8,unusual,48,4794.328214651225,68777.63022642884,45295.38091582351,470929.8081823711,10.584585266124503,14.604645752174214
Yambio,maturation and harvest,10,recurring,54,5452.205258636602,93071.77470790579,45295.38091582351,470929.8081823711,12.037000569150585,19.76340700690219
Yambio,maturation and harvest,10,unusual,33,3278.1980914734672,64654.472399960774,45295.38091582351,470929.8081823711,7.237378348943876,13.729110214854535
Yambio,maturation and harvest,11,recurring,56,5672.449811673586,95538.0159254293,45295.38091582351,470929.8081823711,12.523241215732815,20.287103144770885
Yambio,maturation and harvest,11,unusual,38,3802.057407550468,53578.524089263905,45295.38091582351,470929.8081823711,8.393918608646153,11.377178330685583
Nzara,vegetative growth and flowering,8,recurring,72,15408.514155252482,82848.81818981914,95730.03947928005,339332.6174535751,16.095798392089375,24.415223862514157
Nzara,vegetative growth and flowering,8,unusual,43,9064.620871821298,46339.88289086984,95730.03947928005,339332.6174535751,9.468940910426824,13.656182903551768
Nzara,maturation and harvest,10,recurring,57,12203.344896234088,65252.83830177882,95730.03947928005,339332.6174535751,12.747665166141916,19.229757160231205
Nzara,maturation and harvest,10,unusual,35,7435.770466306604,36252.14257289907,95730.03947928005,339332.6174535751,7.767436957879886,10.683365143304805
Nzara,maturation and harvest,11,recurring,55,11604.317938987155,58581.56123313457,95730.03947928005,339332.6174535751,12.12191909886218,17.263757805760967
Nzara,maturation and harvest,11,unusual,39,8222.60927398838,46324.8487654258,95730.03947928005,339332.6174535751,8.589372070370967,13.651752405370704
Mvolo,vegetative growth and flowering,8,recurring,99,9610.786426960993,95713.66610862201,43496.85347212687,264600.58233216836,22.095360146268188,36.172885662234535
Mvolo,vegetative growth and flowering,8,unusual,62,6033.669492245738,61480.86537775036,43496.85347212687,264600.58233216836,13.87150796117278,23.235347721408218
Mvolo,maturation and harvest,10,recurring,74,7152.431612715014,67388.20326659472,43496.85347212687,264600.58233216836,16.44356095159469,25.467896809840887
Mvolo,maturation and harvest,10,unusual,47,4585.910055814948,46973.87416616937,43496.85347212687,264600.58233216836,10.54308459059834,17.752747840592566
Mvolo,maturation and harvest,11,recurring,73,7081.697763794073,68569.10418230404,43496.85347212687,264600.58233216836,16.280942639522376,25.914192470001936
Mvolo,maturation and harvest,11,unusual,50,4834.910920209105,46865.182784259356,43496.85347212687,264600.58233216836,11.115541778918224,17.711670311226598
Ezo,vegetative growth and flowering,8,recurring,63,8680.970652663878,100613.73901695787,62400.48814616537,452442.5444330842,13.911703114132354,22.237904073107906
Ezo,vegetative growth and flowering,8,unusual,40,5521.898972578822,74347.09866623122,62400.48814616537,452442.5444330842,8.84912784599451,16.43238452727495
Ezo,maturation and harvest,10,recurring,54,7515.989098363649,82252.16748179928,62400.48814616537,452442.5444330842,12.044760099886368,18.179582909220485
Ezo,maturation and harvest,10,unusual,29,4053.939518987724,57770.5636507033,62400.48814616537,452442.5444330842,6.496647124765876,12.768596667470892
Ezo,maturation and harvest,11,recurring,53,7365.770922531202,92983.45906390696,62400.48814616537,452442.5444330842,11.804027726959124,20.551440223292072
Ezo,maturation and harvest,11,unusual,36,5002.908262420504,46706.4874057251,62400.48814616537,452442.5444330842,8.01741847067256,10.3231864422142
Tambura,vegetative growth and flowering,8,recurring,68,27522.49237787175,87741.41129259019,182389.32763043873,428787.3460029474,15.08996865959089,20.462686716502837
Tambura,vegetative growth and flowering,8,unusual,36,14698.509161605984,60345.279041672315,182389.32763043873,428787.3460029474,8.058864711310536,14.073474789822157
Tambura,maturation and harvest,10,recurring,44,17940.895944330376,72531.28991977876,182389.32763043873,428787.3460029474,9.836593060248905,16.915445522331293
Tambura,maturation and harvest,10,unusual,31,12704.016018421364,47577.57489127589,182389.32763043873,428787.3460029474,6.965328609666527,11.095843973657948
Tambura,maturation and harvest,11,recurring,49,19680.51087235447,81706.65679657018,182389.32763043873,428787.3460029474,10.790385121782759,19.055286392711913
Tambura,maturation and harvest,11,unusual,31,12740.748774644202,56052.36122573578,182389.32763043873,428787.3460029474,6.985468360550014,13.072298366134733
Nagero,vegetative growth and flowering,8,recurring,77,11051.052655204217,84298.46799494645,64476.40393842431,324305.0242202503,17.13968518740297,25.993574474410707
Nagero,vegetative growth and flowering,8,unusual,45,6408.11766732194,59150.05180332126,64476.40393842431,324305.0242202503,9.938702030345496,18.23901801877413
Nagero,maturation and harvest,10,recurring,59,8443.31066293769,65621.35786600504,64476.40393842431,324305.0242202503,13.095194749076185,20.23445613393846
Nagero,maturation and harvest,10,unusual,40,5718.839961358478,37323.73965665293,64476.40393842431,324305.0242202503,8.869663337335057,11.508837936258637
Nagero,maturation and harvest,11,recurring,59,8483.775143966905,62573.00694951769,64476.40393842431,324305.0242202503,13.157953337579132,19.29449199868748
Nagero,maturation and harvest,11,unusual,33,4751.917996727054,37217.11724833424,64476.40393842431,324305.0242202503,7.37001089773119,11.475960737215837
Bor South,vegetative growth and flowering,8,recurring,98,51491.238750593366,127155.81804231158,236282.24292734987,377092.8464062692,21.792259169651384,33.72002923261968
Bor South,vegetative growth and flowering,8,unusual,58,30452.620280556246,79783.60842434062,236282.24292734987,377092.8464062692,12.888239041272165,21.15755023853834
Bor South,maturation and harvest,10,recurring,75,39284.43667114967,105048.40769256376,236282.24292734987,377092.8464062692,16.626063890560125,27.857438477999544
Bor South,maturation and harvest,10,unusual,51,26821.954278258523,59725.03211569832,236282.24292734987,377092.8464062692,11.351658908412139,15.838282981203058
Bor South,maturation and harvest,11,recurring,70,36770.868273046064,107248.49173681224,236282.24292734987,377092.8464062692,15.562264780240836,28.440871461471783
Bor South,maturation and harvest,11,unusual,52,27217.140697487364,61732.357072972365,236282.24292734987,377092.8464062692,11.51891075702031,16.37059882235572
Pibor,vegetative growth and flowering,8,recurring,69,56433.32440332707,242142.719470545,365770.97794936376,1005904.0538319469,15.428595434146098,24.072148685365473
Pibor,vegetative growth and flowering,8,unusual,49,39639.54060741579,143141.22456225395,365770.97794936376,1005904.0538319469,10.837256916786702,14.230107137650336
Pibor,maturation and harvest,10,recurring,53,42982.87030423831,199773.26666699906,365770.97794936376,1005904.0538319469,11.751306936710744,19.860071734075596
Pibor,maturation and harvest,10,unusual,33,26523.11047165859,123381.4815067583,365770.97794936376,1005904.0538319469,7.25128894051577,12.26573061682593
Pibor,maturation and harvest,11,recurring,60,48422.77083777243,195410.43522370496,365770.97794936376,1005904.0538319469,13.23854918978179,19.426349310284373
Pibor,maturation and harvest,11,unusual,39,31691.425920769216,106025.98835299243,365770.97794936376,1005904.0538319469,8.664281157144316,10.540367935598939
Twic East,vegetative growth and flowering,8,recurring,121,10633.185052150096,158999.3826946278,39508.98971419892,349791.9584873454,26.913330685164784,45.455413950112295
Twic East,vegetative growth and flowering,8,unusual,74,6528.639000588593,92158.08320260765,39508.98971419892,349791.9584873454,16.524439242348688,26.346541413113048
Twic East,maturation and harvest,10,recurring,98,8580.04001413003,122575.18306890018,39508.98971419892,349791.9584873454,21.71667784014861,35.04231017744642
Twic East,maturation and harvest,10,unusual,63,5535.998008885448,69318.98258813021,39508.98971419892,349791.9584873454,14.011995874690502,19.8172030277357
Twic East,maturation and harvest,11,recurring,98,8618.42310963088,117183.97942337485,39508.98971419892,349791.9584873454,21.813828123611955,33.501050147101736
Twic East,maturation and harvest,11,unusual,61,5324.269791901276,67713.1665784378,39508.98971419892,349791.9584873454,13.47609703618368,19.358125575916432
Pochalla,vegetative growth and flowering,8,recurring,68,13976.137551965148,68385.0514073719,91856.72845595221,263680.2255046291,15.215148402184914,25.934842583093648
Pochalla,vegetative growth and flowering,8,unusual,41,8277.571149374364,43117.7623493517,91856.72845595221,263680.2255046291,9.011393382406041,16.352292731407246
Pochalla,maturation and harvest,10,recurring,55,11156.344231014275,47257.79821794134,91856.72845595221,263680.2255046291,12.145375105933633,17.922389943159274
Pochalla,maturation and harvest,10,unusual,33,6809.11035700934,36747.511563949985,91856.72845595221,263680.2255046291,7.412750782077432,13.936392648945478
Pochalla,maturation and harvest,11,recurring,60,12289.283772077002,50178.15733853352,91856.72845595221,263680.2255046291,13.378751865705784,19.029928104203858
Pochalla,maturation and harvest,11,unusual,30,6047.112971744114,28952.929727165938,91856.72845595221,263680.2255046291,6.583200897083841,10.980318934328903
Duk,vegetative growth and flowering,8,recurring,138,32627.671576212764,165387.34577285225,106140.9528474219,333841.8381960982,30.739945987780224,49.54062877993859
Duk,vegetative growth and flowering,8,unusual,87,20592.071615531273,98468.47039193095,106140.9528474219,333841.8381960982,19.400684715099995,29.495545233036584
Duk,maturation and harvest,10,recurring,110,26041.677497295685,124898.23954123173,106140.9528474219,333841.8381960982,24.534995021884452,37.41239870236596
Duk,maturation and harvest,10,unusual,67,15885.73043027813,76776.67505680436,106140.9528474219,333841.8381960982,14.966636349226995,22.997918856325565
Duk,maturation and harvest,11,recurring,108,25483.325853646114,128951.44549403415,106140.9528474219,333841.8381960982,24.008947696445226,38.62650834623318
Duk,maturation and harvest,11,unusual,64,15158.035741908387,76773.17875248879,106140.9528474219,333841.8381960982,14.281043588988815,22.99687156269261
Uror,vegetative growth and flowering,8,recurring,116,26962.251920252133,292419.96221509634,104490.87096399236,735419.2168997724,25.803452178653334,39.76234989450231
Uror,vegetative growth and flowering,8,unusual,62,14369.237198629955,166338.43962754653,104490.87096399236,735419.2168997724,13.751667553409144,22.618179645721195
Uror,maturation and harvest,10,recurring,90,20808.337051035425,236899.57915536483,104490.87096399236,735419.2168997724,19.914023932488796,32.21286223033943
Uror,maturation and harvest,10,unusual,48,11261.0342221112,144483.58817225107,104490.87096399236,735419.2168997724,10.777050777949553,19.646425447153117
Uror,maturation and harvest,11,recurring,87,20205.132407502635,218442.7012015825,104490.87096399236,735419.2168997724,19.336744177838597,29.70315381782487
Uror,maturation and harvest,11,unusual,52,11978.88467456789,142799.50084643014,104490.87096399236,735419.2168997724,11.464049025580257,19.417428531228026
Akobo,vegetative growth and flowering,8,recurring,87,11230.623976237546,100091.5246817905,57893.65567515952,289763.92554106493,19.39871276958639,34.54243812265226
Akobo,vegetative growth and flowering,8,unusual,57,7344.627736433408,58528.37758710242,57893.65567515952,289763.92554106493,12.68641209607493,20.198641869520042
Akobo,maturation and harvest,10,recurring,74,9481.342759812744,79405.81754260468,57893.65567515952,289763.92554106493,16.377170605726512,27.40362431049113
Akobo,maturation and harvest,10,unusual,40,5207.156246381974,41613.35423421764,57893.65567515952,289763.92554106493,8.994346937770269,14.36112316483656
Akobo,maturation and harvest,11,recurring,69,8885.834468753339,78427.5042458205,57893.65567515952,289763.92554106493,15.348546166460157,27.066000054829416
Akobo,maturation and harvest,11,unusual,43,5553.39406366802,49267.65076978246,57893.65567515952,289763.92554106493,9.59240524527944,17.0026861272627
Ayod,vegetative growth and flowering,8,recurring,145,33718.53718601642,304707.92050795734,104409.53814153947,577899.8868870371,32.29449893773781,52.72676590219147
Ayod,vegetative growth and flowering,8,unusual,86,19985.958161900133,183842.15091947676,104409.53814153947,577899.8868870371,19.141889254223884,31.812110555995424
Ayod,maturation and harvest,10,recurring,117,27206.914741708435,244508.63719638463,104409.53814153947,577899.8868870371,26.057882475091738,42.309860711943536
Ayod,maturation and harvest,10,unusual,66,15347.414029839778,146979.0981097786,104409.53814153947,577899.8868870371,14.699245205964367,25.43331491229532
Ayod,maturation and harvest,11,recurring,118,27481.475607891804,225703.34736297856,104409.53814153947,577899.8868870371,26.320847785608837,39.05578673475275
Ayod,maturation and harvest,11,unusual,70,16135.939520390571,143944.30569532688,104409.53814153947,577899.8868870371,15.454468823065186,24.90817336385184
Nyirol,vegetative growth and flowering,8,recurring,107,14597.769377895158,72946.12996265746,61483.08996327904,185636.96736915046,23.742738672720776,39.29504505296062
Nyirol,vegetative growth and flowering,8,unusual,63,8549.809741967289,42131.6599948032,61483.08996327904,185636.96736915046,13.905953241897388,22.695727360715725
Nyirol,maturation and harvest,10,recurring,86,11817.383209286607,54874.92305329599,61483.08996327904,185636.96736915046,19.22054213011183,29.56034233427971
Nyirol,maturation and harvest,10,unusual,47,6363.314324673469,33426.578551561666,61483.08996327904,185636.96736915046,10.34969831294097,18.006423518593078
Nyirol,maturation and harvest,11,recurring,90,12265.973832009697,53855.67175413757,61483.08996327904,185636.96736915046,19.95015839206453,29.01128612333031
Nyirol,maturation and harvest,11,unusual,49,6670.470225981787,31724.068735190922,61483.08996327904,185636.96736915046,10.849276166773247,17.089305640350002
Canal/Pigi,vegetative growth and flowering,8,recurring,123,10606.785630512617,86781.78964828353,38663.98833207971,204468.42820491167,27.433242373788204,42.44263547686375
Canal/Pigi,vegetative growth and flowering,8,unusual,70,6007.239390185056,50812.49558498845,38663.98833207971,204468.42820491167,15.537040148547787,24.851022737880005
Canal/Pigi,maturation and harvest,10,recurring,85,7327.54783672128,61890.67121364465,38663.98833207971,204468.42820491167,18.951867494336003,30.26905999962978
Canal/Pigi,maturation and harvest,10,unusual,59,5027.207655666563,40239.40469716969,38663.98833207971,204468.42820491167,13.002299743338853,19.680008816247685
Canal/Pigi,maturation and harvest,11,recurring,85,7336.231312673292,64209.218403146486,38663.98833207971,204468.42820491167,18.974326315390446,31.402998969991632
Canal/Pigi,maturation and harvest,11,unusual,54,4601.409210607257,42636.82341449387,38663.98833207971,204468.42820491167,11.901020585580522,20.8525217261242
Fangak,vegetative growth and flowering,8,recurring,131,24543.4173320322,183914.4951769174,84148.87540451482,415926.16404639155,29.16666112773193,44.21806346291885
